tradingsymbol,exchange,instrument_token,isin,product,price,quantity,used_quantity,t1_quantity,realised_quantity,authorised_quantity,authorised_date,authorisation,opening_quantity,short_quantity,collateral_quantity,collateral_type,discrepancy,average_price,last_price,close_price,pnl,day_change,day_change_percentage,source,key,ltp,open,high,low,qty,Invested,value,value_H,PnL,PnL_H,PnL%,PnL%_H,Yvalue,dPnL,dPnL%
IPRINGLTD,BSE,134051332.0,INE558A01019,CNC,0.0,67.0,0.0,0.0,67.0,0.0,2023-10-02 00:00:00,{},67.0,0.0,0.0,,False,149.05,138.0,142.0,-740.3500000000008,-4.0,-2.8169014084507045,holdings,BSE:IPRINGLTD,138.0,142.75,142.75,138.0,67.0,9986.35,9246.0,9564.25,-740.35,-422.10000000000036,-7.41,-4.23,9514.0,-268.0,-7.78
ISFT,BSE,136494340.0,INE566K01011,CNC,0.0,68.0,0.0,0.0,68.0,0.0,2023-10-02 00:00:00,{},68.0,0.0,0.0,,False,146.0,144.0,141.25,-136.0,2.75,1.9469026548672566,holdings,BSE:ISFT,144.0,144.0,144.25,140.3,68.0,9928.0,9792.0,9809.0,-136.0,-119.0,-1.37,-1.2,9605.0,187.0,-1.42
ITDC,BSE,136240388.0,INE353K01014,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-10-02 00:00:00,{},16.0,0.0,0.0,,False,420.45,376.2,372.1,-708.0,4.099999999999966,1.1018543402311114,holdings,BSE:ITDC,376.2,381.45,381.45,373.45,16.0,6727.2,6019.2,6103.2,-708.0,-624.0,-10.52,-9.28,5953.6,65.6,-11.89
ITDCEM,NSE,1439233.0,INE686A01026,CNC,0.0,21.0,0.0,0.0,21.0,0.0,2023-10-02 00:00:00,{},21.0,0.0,0.0,,False,239.2,216.3,215.1,-480.8999999999995,1.200000000000017,0.5578800557880136,holdings,NSE:ITDCEM,216.3,215.25,218.95,213.65,21.0,5023.2,4542.3,4597.95,-480.9,-425.25,-9.57,-8.47,4517.1,25.2,-10.65
IWEL,BSE,139084036.0,INE0FLR01028,CNC,0.0,6.0,0.0,0.0,6.0,0.0,2023-10-02 00:00:00,{},6.0,0.0,0.0,,False,2797.87,2431.0,2477.05,-2201.2000019999987,-46.05000000000018,-1.8590662279727974,holdings,BSE:IWEL,2431.0,2491.85,2491.85,2431.0,6.0,16787.2,14586.0,14951.099999999999,-2201.2,-1836.1000019999992,-13.11,-10.94,14862.3,-276.3,-14.81
JAGSNPHARM,BSE,129993988.0,INE048B01027,CNC,0.0,20.0,0.0,0.0,20.0,0.0,2023-10-02 00:00:00,{},20.0,0.0,0.0,,False,493.9,420.0,416.0,-1477.9999999999995,4.0,0.9615384615384616,holdings,BSE:JAGSNPHARM,420.0,413.95,422.0,412.1,20.0,9878.0,8400.0,8440.0,-1478.0,-1438.0,-14.96,-14.56,8320.0,80.0,-17.76
JOCIL,NSE,4333313.0,INE839G01010,CNC,0.0,23.0,0.0,0.0,23.0,0.0,2023-10-02 00:00:00,{},23.0,0.0,0.0,,False,223.35,197.8,197.8,-587.6499999999996,0.0,0.0,holdings,NSE:JOCIL,197.8,200.75,201.5,197.0,23.0,5137.05,4549.4,4634.5,-587.65,-502.5500000000002,-11.44,-9.78,4549.4,0.0,-12.92
JSTL,BSE,137942276.0,INE237B01018,CNC,0.0,74.0,0.0,0.0,74.0,0.0,2023-10-02 00:00:00,{},74.0,0.0,0.0,,False,68.12,58.0,58.31,-748.7100220000004,-0.3100000000000023,-0.5316412279197432,holdings,BSE:JSTL,58.0,58.31,58.31,56.85,74.0,5040.71,4292.0,4314.9400000000005,-748.71,-725.7700219999997,-14.85,-14.4,4314.94,-22.94,-17.35
JSWENERGY,NSE,4574465.0,INE121E01018,CNC,0.0,11.0,0.0,0.0,11.0,0.0,2023-10-02 00:00:00,{},11.0,0.0,0.0,,False,432.4,437.4,416.5,55.0,20.899999999999977,5.018007202881147,holdings,NSE:JSWENERGY,437.4,419.6,440.2,417.6,11.0,4756.4,4811.4,4842.2,55.0,85.80000000000018,1.16,1.8,4581.5,229.9,1.2
JSWHL,BSE,136356356.0,INE824G01012,CNC,0.0,0.0,0.0,2.0,0.0,0.0,2023-10-02 00:00:00,{},2.0,0.0,0.0,,False,4994.8,5049.2,4989.95,108.79999999999927,59.25,1.1873866471607932,holdings,BSE:JSWHL,5049.2,4995.8,5171.35,4950.0,2.0,9989.6,10098.4,10342.7,108.8,353.10000000000036,1.09,3.53,9979.9,118.5,1.09
JUBLPHARMA,NSE,931073.0,INE700A01033,CNC,0.0,10.0,0.0,0.0,10.0,0.0,2023-10-02 00:00:00,{},10.0,0.0,0.0,,False,473.25,435.15,425.65,-381.0000000000002,9.5,2.23188065311876,holdings,NSE:JUBLPHARMA,435.15,425.65,442.45,423.95,10.0,4732.5,4351.5,4424.5,-381.0,-308.0,-8.05,-6.51,4256.5,95.0,-8.95
JYOTHYLAB,BSE,136429060.0,INE668F01031,CNC,0.0,14.0,0.0,0.0,14.0,0.0,2023-10-02 00:00:00,{},14.0,0.0,0.0,,False,363.15,361.75,368.55,-19.59999999999968,-6.800000000000011,-1.8450685117351813,holdings,BSE:JYOTHYLAB,361.75,369.95,369.95,357.0,14.0,5084.1,5064.5,5179.3,-19.6,95.20000000000073,-0.39,1.87,5159.7,-95.2,-0.38
KAKATCEM,BSE,128059908.0,INE437B01014,CNC,0.0,42.0,0.0,0.0,42.0,0.0,2023-10-02 00:00:00,{},42.0,0.0,0.0,,False,237.5,220.85,220.7,-699.1500180000005,0.15000000000000568,0.06796556411418472,holdings,BSE:KAKATCEM,220.85,221.7,224.0,218.95,42.0,9974.85,9275.7,9408.0,-699.15,-566.850018000001,-7.01,-5.68,9269.4,6.3,-7.54
KAMDHENU,NSE,3444993.0,INE390H01012,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-10-02 00:00:00,{},16.0,0.0,0.0,,False,312.0,290.1,291.5,-350.39999999999964,-1.3999999999999773,-0.4802744425385857,holdings,NSE:KAMDHENU,290.1,292.0,294.5,288.0,16.0,4992.0,4641.6,4712.0,-350.4,-280.0,-7.02,-5.61,4664.0,-22.4,-7.51
KANPRPLA,NSE,456193.0,INE694E01014,CNC,0.0,40.0,0.0,0.0,40.0,0.0,2023-10-02 00:00:00,{},40.0,0.0,0.0,,False,126.7,119.25,119.55,-298.0000000000001,-0.29999999999999716,-0.25094102885821595,holdings,NSE:KANPRPLA,119.25,120.15,120.6,118.7,40.0,5068.0,4770.0,4824.0,-298.0,-244.0,-5.88,-4.81,4782.0,-12.0,-6.23
KDDL,BSE,136205828.0,INE291D01011,CNC,0.0,4.0,0.0,0.0,4.0,0.0,2023-10-02 00:00:00,{},4.0,0.0,0.0,,False,2181.95,2025.0,2039.2,-627.7999999999993,-14.200000000000045,-0.696351510396236,holdings,BSE:KDDL,2025.0,2049.75,2061.9,1999.0,4.0,8727.8,8100.0,8247.6,-627.8,-480.1999999999989,-7.19,-5.5,8156.8,-56.8,-7.7
NITTAGELA,BSE,129672196.0,INE265B01019,CNC,0.0,21.0,0.0,0.0,21.0,0.0,2023-10-02 00:00:00,{},21.0,0.0,0.0,,False,947.83,811.05,803.25,-2872.349991000001,7.7999999999999545,0.9710550887021419,holdings,BSE:NITTAGELA,811.05,800.1,823.0,800.1,21.0,19904.4,17032.05,17283.0,-2872.35,-2621.3999909999984,-14.43,-13.17,16868.25,163.8,-17.03
KEYFINSER,BSE,131224836.0,INE681C01015,CNC,0.0,42.0,0.0,0.0,42.0,0.0,2023-10-02 00:00:00,{},42.0,0.0,0.0,,False,122.0,111.95,112.5,-422.0999999999999,-0.5499999999999972,-0.4888888888888864,holdings,BSE:KEYFINSER,111.95,113.65,113.65,111.6,42.0,5124.0,4701.9,4773.3,-422.1,-350.6999999999998,-8.24,-6.84,4725.0,-23.1,-8.93
KINGFA,BSE,134148868.0,INE473D01015,CNC,0.0,2.0,0.0,0.0,2.0,0.0,2023-10-02 00:00:00,{},2.0,0.0,0.0,,False,2423.3,2348.8,2302.3,-149.0,46.5,2.019719411023759,holdings,BSE:KINGFA,2348.8,2325.65,2396.75,2309.35,2.0,4846.6,4697.6,4793.5,-149.0,-53.100000000000364,-3.07,-1.1,4604.6,93.0,-3.24
KIOCL,NSE,4896257.0,INE880L01014,CNC,0.0,29.0,0.0,0.0,29.0,0.0,2023-10-02 00:00:00,{},29.0,0.0,0.0,,False,340.3,303.05,316.45,-1080.25,-13.399999999999977,-4.234476220571963,holdings,NSE:KIOCL,303.05,309.0,313.15,299.0,29.0,9868.7,8788.45,9081.349999999999,-1080.25,-787.3500000000022,-10.95,-7.98,9177.05,-388.6,-11.77
KIRLOSENG,BSE,136523012.0,INE146L01010,CNC,0.0,9.0,0.0,0.0,9.0,0.0,2023-10-02 00:00:00,{},9.0,0.0,0.0,,False,538.95,540.4,529.5,13.049999999999386,10.899999999999977,2.058545797922564,holdings,BSE:KIRLOSENG,540.4,538.75,546.35,531.75,9.0,4850.55,4863.6,4917.150000000001,13.05,66.60000000000036,0.27,1.37,4765.5,98.1,0.27
KITEX,BSE,133439492.0,INE602G01020,CNC,0.0,0.0,0.0,48.0,0.0,0.0,2023-10-02 00:00:00,{},48.0,0.0,0.0,,False,208.3,208.85,202.6,26.39999999999918,6.25,3.084896347482725,holdings,BSE:KITEX,208.85,203.05,218.4,203.05,48.0,9998.4,10024.8,10483.2,26.4,484.7999999999993,0.26,4.85,9724.8,300.0,0.27
KMSUGAR,BSE,136364292.0,INE157H01023,CNC,0.0,269.0,0.0,0.0,269.0,0.0,2023-10-02 00:00:00,{},269.0,0.0,0.0,,False,37.05,35.34,35.43,-459.9899999999983,-0.0899999999999963,-0.25402201524131046,holdings,BSE:KMSUGAR,35.34,35.7,35.99,34.75,269.0,9966.45,9506.46,9681.310000000001,-459.99,-285.1399999999976,-4.62,-2.86,9530.67,-24.21,-4.83
KOLTEPATIL,NSE,3871745.0,INE094I01018,CNC,0.0,11.0,0.0,0.0,11.0,0.0,2023-10-02 00:00:00,{},11.0,0.0,0.0,,False,456.35,470.15,460.3,151.7999999999995,9.849999999999966,2.139908755159671,holdings,NSE:KOLTEPATIL,470.15,464.95,474.1,460.3,11.0,5019.85,5171.65,5215.1,151.8,195.25,3.02,3.89,5063.3,108.35,3.0
KORE,BSE,128117252.0,INE601A01017,CNC,0.0,1246.0,0.0,0.0,1246.0,0.0,2023-10-02 00:00:00,{},1246.0,0.0,0.0,,False,7.05,7.09,6.88,49.840000000000046,0.20999999999999996,3.0523255813953485,holdings,BSE:KORE,7.09,6.55,7.18,6.55,1246.0,8784.3,8834.14,8946.279999999999,49.84,161.97999999999956,0.57,1.84,8572.48,261.66,0.58
KOTHARIPRO,BSE,135756548.0,INE823A01017,CNC,0.0,38.0,0.0,0.0,38.0,0.0,2023-10-02 00:00:00,{},38.0,0.0,0.0,,False,131.85,123.2,121.5,-328.6999999999997,1.7000000000000028,1.3991769547325126,holdings,BSE:KOTHARIPRO,123.2,123.8,126.95,122.3,38.0,5010.3,4681.6,4824.1,-328.7,-186.19999999999982,-6.56,-3.72,4617.0,64.6,-7.12
KOVAI,BSE,133970692.0,INE177F01017,CNC,0.0,1.0,0.0,0.0,1.0,0.0,2023-10-02 00:00:00,{},1.0,0.0,0.0,,False,2627.5,2591.5,2600.75,-36.0,-9.25,-0.3556666346246275,holdings,BSE:KOVAI,2591.5,2600.0,2607.65,2580.75,1.0,2627.5,2591.5,2607.65,-36.0,-19.84999999999991,-1.37,-0.76,2600.75,-9.25,-1.38
KPITTECH,NSE,2478849.0,INE04I401011,CNC,0.0,4.0,0.0,0.0,4.0,0.0,2023-10-02 00:00:00,{},4.0,0.0,0.0,,False,1201.85,1152.3,1142.4,-198.19999999999982,9.899999999999864,0.8665966386554502,holdings,NSE:KPITTECH,1152.3,1142.4,1174.0,1140.2,4.0,4807.4,4609.2,4696.0,-198.2,-111.39999999999964,-4.12,-2.32,4569.6,39.6,-4.34
KRANTI,BSE,138869508.0,INE911T01010,CNC,0.0,186.0,0.0,0.0,186.0,0.0,2023-10-02 00:00:00,{},186.0,0.0,0.0,,False,108.85,89.4,86.03,-3618.319938,3.3700000000000045,3.917238172730448,holdings,BSE:KRANTI,89.4,85.5,90.5,85.5,186.0,20246.72,16628.4,16833.0,-3618.32,-3413.719938000002,-17.87,-16.86,16001.58,626.82,-22.61
KTKBANK,NSE,2061825.0,INE614B01018,CNC,0.0,39.0,0.0,0.0,39.0,0.0,2023-10-02 00:00:00,{},39.0,0.0,0.0,,False,252.7,248.95,249.0,-146.25,-0.05000000000001137,-0.020080321285145128,holdings,NSE:KTKBANK,248.95,250.4,251.45,247.5,39.0,9855.3,9709.05,9806.55,-146.25,-48.75,-1.48,-0.49,9711.0,-1.95,-1.51
LANDMARK,BSE,139190788.0,INE559R01029,CNC,0.0,6.0,0.0,0.0,6.0,0.0,2023-10-02 00:00:00,{},6.0,0.0,0.0,,False,841.15,782.65,783.8,-351.0,-1.1499999999999773,-0.14672110232201802,holdings,BSE:LANDMARK,782.65,786.8,788.95,773.5,6.0,5046.9,4695.9,4733.700000000001,-351.0,-313.1999999999989,-6.95,-6.21,4702.8,-6.9,-7.46
LIBERTSHOE,NSE,510465.0,INE557B01019,CNC,0.0,0.0,0.0,39.0,0.0,0.0,2023-10-02 00:00:00,{},39.0,0.0,0.0,,False,258.65,265.1,258.0,251.55000000000177,7.100000000000023,2.751937984496133,holdings,NSE:LIBERTSHOE,265.1,258.8,272.95,258.8,39.0,10087.35,10338.9,10645.05,251.55,557.7000000000007,2.49,5.53,10062.0,276.9,2.5
LOKESHMACH,BSE,136381444.0,INE397H01017,CNC,0.0,47.0,0.0,0.0,47.0,0.0,2023-10-02 00:00:00,{},47.0,0.0,0.0,,False,212.6,201.15,201.1,-538.1499999999994,0.05000000000001137,0.02486325211338208,holdings,BSE:LOKESHMACH,201.15,201.5,205.45,200.45,47.0,9992.2,9454.05,9656.15,-538.15,-336.0499999999993,-5.39,-3.36,9451.7,2.35,-5.69
LOVABLE,BSE,136535812.0,INE597L01014,CNC,0.0,70.0,0.0,0.0,70.0,0.0,2023-10-02 00:00:00,{},70.0,0.0,0.0,,False,143.0,130.9,125.9,-846.9999999999995,5.0,3.971405877680699,holdings,BSE:LOVABLE,130.9,127.95,131.65,127.05,70.0,10010.0,9163.0,9215.5,-847.0,-794.5,-8.46,-7.94,8813.0,350.0,-9.61
LOYALTEX,BSE,131593220.0,INE970D01010,CNC,0.0,8.0,0.0,0.0,8.0,0.0,2023-10-02 00:00:00,{},8.0,0.0,0.0,,False,693.5,640.0,634.85,-428.0,5.149999999999977,0.8112152476963026,holdings,BSE:LOYALTEX,640.0,640.0,640.0,639.95,8.0,5548.0,5120.0,5120.0,-428.0,-428.0,-7.71,-7.71,5078.8,41.2,-8.43
LUMAXTECH,NSE,3587585.0,INE872H01027,CNC,0.0,44.0,0.0,0.0,44.0,0.0,2023-10-02 00:00:00,{},44.0,0.0,0.0,,False,406.33,362.0,357.45,-1950.4999799999998,4.550000000000011,1.2729053014407643,holdings,NSE:LUMAXTECH,362.0,357.95,365.0,357.0,44.0,17878.5,15928.0,16060.0,-1950.5,-1818.4999800000005,-10.91,-10.17,15727.8,200.2,-12.4
LUXIND,NSE,2893057.0,INE150G01020,CNC,0.0,12.0,0.0,0.0,12.0,0.0,2023-10-02 00:00:00,{},12.0,0.0,0.0,,False,1674.55,1491.95,1490.5,-2191.199999999999,1.4500000000000455,0.09728279100973132,holdings,NSE:LUXIND,1491.95,1490.0,1501.0,1482.05,12.0,20094.6,17903.4,18012.0,-2191.2,-2082.5999999999985,-10.9,-10.36,17886.0,17.4,-12.25
MAHABANK,BSE,136326404.0,INE457A01014,CNC,0.0,206.0,0.0,0.0,206.0,0.0,2023-10-02 00:00:00,{},206.0,0.0,0.0,,False,48.5,47.68,47.0,-168.92000000000007,0.6799999999999997,1.4468085106382973,holdings,BSE:MAHABANK,47.68,47.35,48.1,47.03,206.0,9991.0,9822.08,9908.6,-168.92,-82.39999999999964,-1.69,-0.82,9682.0,140.08,-1.74
MAHESHWARI,NSE,2451457.0,INE263W01010,CNC,0.0,111.0,0.0,0.0,111.0,0.0,2023-10-02 00:00:00,{},111.0,0.0,0.0,,False,88.6,83.25,82.55,-593.8499999999993,0.7000000000000028,0.8479709267110878,holdings,NSE:MAHESHWARI,83.25,83.4,84.5,82.65,111.0,9834.6,9240.75,9379.5,-593.85,-455.09999999999854,-6.04,-4.63,9163.05,77.7,-6.48
MALLCOM,BSE,138086404.0,INE389C01015,CNC,0.0,9.0,0.0,0.0,9.0,0.0,2023-10-02 00:00:00,{},9.0,0.0,0.0,,False,1114.2,1095.2,1107.75,-171.0,-12.549999999999955,-1.1329271044910816,holdings,BSE:MALLCOM,1095.2,1114.35,1125.0,1094.5,9.0,10027.8,9856.8,10125.0,-171.0,97.19999999999891,-1.71,0.97,9969.75,-112.95,-1.72
MANAKSTELTD,BSE,137995268.0,INE824Q01011,CNC,0.0,0.0,0.0,210.0,0.0,0.0,2023-10-02 00:00:00,{},210.0,0.0,0.0,,False,47.46,47.05,46.8,-86.60001000000072,0.25,0.5341880341880342,holdings,BSE:MANAKSTELTD,47.05,46.8,47.6,45.75,210.0,9967.1,9880.5,9996.0,-86.6,28.89998999999989,-0.87,0.29,9828.0,52.5,-0.88
MANALIPETC,BSE,128068612.0,INE201A01024,CNC,0.0,72.0,0.0,0.0,72.0,0.0,2023-10-02 00:00:00,{},72.0,0.0,0.0,,False,70.75,65.67,64.17,-365.7599999999999,1.5,2.337540906965872,holdings,BSE:MANALIPETC,65.67,64.56,66.25,64.21,72.0,5094.0,4728.24,4770.0,-365.76,-324.0,-7.18,-6.36,4620.24,108.0,-7.92
MAPMYINDIA,NSE,1850113.0,INE0BV301023,CNC,0.0,0.0,0.0,4.0,0.0,0.0,2023-10-02 00:00:00,{},4.0,0.0,0.0,,False,2034.6,1994.55,2037.7,-160.19999999999982,-43.15000000000009,-2.117583550080978,holdings,NSE:MAPMYINDIA,1994.55,2050.15,2053.0,1985.0,4.0,8138.4,7978.2,8212.0,-160.2,73.60000000000036,-1.97,0.9,8150.8,-172.6,-1.97
MAWANASUG,NSE,4357633.0,INE636A01039,CNC,0.0,86.0,0.0,0.0,86.0,0.0,2023-10-02 00:00:00,{},86.0,0.0,0.0,,False,117.2,111.25,111.25,-511.7000000000003,0.0,0.0,holdings,NSE:MAWANASUG,111.25,112.15,112.3,110.35,86.0,10079.2,9567.5,9657.8,-511.7,-421.40000000000146,-5.08,-4.18,9567.5,0.0,-5.35
MAYURUNIQ,BSE,133695748.0,INE040D01038,CNC,0.0,9.0,0.0,0.0,9.0,0.0,2023-10-02 00:00:00,{},9.0,0.0,0.0,,False,554.35,517.45,511.55,-332.0999999999998,5.900000000000034,1.1533574430652007,holdings,BSE:MAYURUNIQ,517.45,513.45,517.9,508.0,9.0,4989.15,4657.05,4661.099999999999,-332.1,-328.0500000000011,-6.66,-6.58,4603.95,53.1,-7.21
MAZDOCK,BSE,139068676.0,INE249Z01012,CNC,0.0,2.0,0.0,0.0,2.0,0.0,2023-10-02 00:00:00,{},2.0,0.0,0.0,,False,2368.9,2192.35,2185.5,-353.10000000000036,6.849999999999909,0.3134294211850794,holdings,BSE:MAZDOCK,2192.35,2204.95,2232.75,2181.6,2.0,4737.8,4384.7,4465.5,-353.1,-272.3000000000002,-7.45,-5.75,4371.0,13.7,-8.08
MBAPL,NSE,3247617.0,INE900L01010,CNC,0.0,8.0,0.0,0.0,8.0,0.0,2023-10-02 00:00:00,{},8.0,0.0,0.0,,False,641.81,610.9,608.25,-247.25,2.6499999999999773,0.43567612001643685,holdings,NSE:MBAPL,610.9,603.0,615.35,603.0,8.0,5134.45,4887.2,4922.8,-247.25,-211.64999999999964,-4.82,-4.12,4866.0,21.2,-5.08
MEDANTA,NSE,3060737.0,INE474Q01031,CNC,0.0,7.0,0.0,0.0,7.0,0.0,2023-10-02 00:00:00,{},7.0,0.0,0.0,,False,712.25,716.05,715.1,26.59999999999968,0.9499999999999318,0.13284855264996948,holdings,NSE:MEDANTA,716.05,718.15,725.0,712.3,7.0,4985.75,5012.35,5075.0,26.6,89.25,0.53,1.79,5005.7,6.65,0.53
MENONBE,NSE,1782017.0,INE071D01033,CNC,0.0,29.0,0.0,0.0,29.0,0.0,2023-10-02 00:00:00,{},29.0,0.0,0.0,,False,157.5,142.7,142.9,-429.20000000000033,-0.20000000000001705,-0.13995801259623308,holdings,NSE:MENONBE,142.7,142.5,144.7,142.0,29.0,4567.5,4138.3,4196.299999999999,-429.2,-371.2000000000007,-9.4,-8.13,4144.1,-5.8,-10.36
MINDTECK,NSE,4620545.0,INE110B01017,CNC,0.0,0.0,0.0,60.0,0.0,0.0,2023-10-02 00:00:00,{},60.0,0.0,0.0,,False,165.05,165.45,156.5,23.999999999998636,8.949999999999989,5.718849840255584,holdings,NSE:MINDTECK,165.45,156.5,174.5,156.5,60.0,9903.0,9927.0,10470.0,24.0,567.0,0.24,5.73,9390.0,537.0,0.26
MIRZAINT,NSE,1124865.0,INE771A01026,CNC,0.0,153.0,0.0,0.0,153.0,0.0,2023-10-02 00:00:00,{},153.0,0.0,0.0,,False,45.89,44.2,43.55,-258.6500189999998,0.6500000000000057,1.492537313432849,holdings,NSE:MIRZAINT,44.2,44.35,44.5,43.35,153.0,7021.25,6762.6,6808.5,-258.65,-212.75001900000007,-3.68,-3.03,6663.15,99.45,-3.88
MNKALCOLTD,BSE,137995524.0,INE859Q01017,CNC,0.0,0.0,0.0,354.0,0.0,0.0,2023-10-02 00:00:00,{},354.0,0.0,0.0,,False,28.25,28.45,27.44,70.79999999999976,1.009999999999998,3.6807580174927037,holdings,BSE:MNKALCOLTD,28.45,27.99,28.93,27.75,354.0,10000.5,10071.3,10241.22,70.8,240.71999999999935,0.71,2.41,9713.76,357.54,0.73
MOLDTEK,BSE,134723332.0,INE835B01035,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,389.2,349.25,351.25,-719.0999999999998,-2.0,-0.5693950177935944,holdings,BSE:MOLDTEK,349.25,352.8,355.7,345.0,18.0,7005.6,6286.5,6402.599999999999,-719.1,-603.0,-10.26,-8.61,6322.5,-36.0,-11.37
MOREPENLAB,BSE,128073732.0,INE083A01026,CNC,0.0,126.0,0.0,0.0,126.0,0.0,2023-10-02 00:00:00,{},126.0,0.0,0.0,,False,39.6,37.15,36.33,-308.7000000000004,0.8200000000000003,2.257087806220755,holdings,BSE:MOREPENLAB,37.15,36.5,37.49,36.1,126.0,4989.6,4680.9,4723.740000000001,-308.7,-265.8599999999997,-6.19,-5.33,4577.58,103.32,-6.74
MOTOGENFIN-BE,NSE,2251009.0,INE861B01023,CNC,0.0,532.0,0.0,0.0,532.0,0.0,2023-10-02 00:00:00,{},532.0,0.0,0.0,,False,44.76,32.95,32.95,-6280.599948,0.0,0.0,holdings,NSE:MOTOGENFIN-BE,32.95,32.5,33.45,32.5,532.0,23810.0,17529.4,17795.4,-6280.6,-6014.599947999999,-26.38,-25.26,17529.4,0.0,-35.83
MRO-TEK,BSE,136288260.0,INE398B01018,CNC,0.0,160.0,0.0,0.0,160.0,0.0,2023-10-02 00:00:00,{},160.0,0.0,0.0,,False,62.75,60.52,61.29,-356.95007999999916,-0.769999999999996,-1.2563224016968446,holdings,BSE:MRO-TEK,60.52,61.89,61.89,60.52,160.0,10040.15,9683.2,9902.4,-356.95,-137.7500799999998,-3.56,-1.37,9806.4,-123.2,-3.64
MRPL,NSE,584449.0,INE103A01014,CNC,0.0,51.0,0.0,0.0,51.0,0.0,2023-10-02 00:00:00,{},51.0,0.0,0.0,,False,96.35,95.6,93.95,-38.25,1.6499999999999915,1.756253326237351,holdings,NSE:MRPL,95.6,94.35,96.0,93.8,51.0,4913.85,4875.6,4896.0,-38.25,-17.849999999999454,-0.78,-0.36,4791.45,84.15,-0.8
MUKTAARTS,NSE,2223873.0,INE374B01019,CNC,0.0,78.0,0.0,0.0,78.0,0.0,2023-10-02 00:00:00,{},78.0,0.0,0.0,,False,65.25,64.4,63.7,-66.29999999999956,0.7000000000000028,1.0989010989011034,holdings,NSE:MUKTAARTS,64.4,64.75,65.5,63.1,78.0,5089.5,5023.2,5109.0,-66.3,19.5,-1.3,0.38,4968.6,54.6,-1.33
NAHARCAP,BSE,136435716.0,INE049I01012,CNC,0.0,14.0,0.0,0.0,14.0,0.0,2023-10-02 00:00:00,{},14.0,0.0,0.0,,False,342.0,314.1,310.75,-390.5999999999997,3.3500000000000227,1.0780370072405545,holdings,BSE:NAHARCAP,314.1,312.6,316.05,309.0,14.0,4788.0,4397.4,4424.7,-390.6,-363.3000000000002,-8.16,-7.59,4350.5,46.9,-8.98
NAHARINDUS,NSE,3355137.0,INE289A01011,CNC,0.0,34.0,0.0,0.0,34.0,0.0,2023-10-02 00:00:00,{},34.0,0.0,0.0,,False,148.95,145.55,145.6,-115.59999999999923,-0.04999999999998295,-0.03434065934064763,holdings,NSE:NAHARINDUS,145.55,146.0,149.0,145.0,34.0,5064.3,4948.7,5066.0,-115.6,1.7000000000007276,-2.28,0.03,4950.4,-1.7,-2.34
NAHARPOLY,BSE,133988100.0,INE308A01027,CNC,0.0,19.0,0.0,0.0,19.0,0.0,2023-10-02 00:00:00,{},19.0,0.0,0.0,,False,265.0,251.2,251.55,-262.2000000000002,-0.35000000000002274,-0.13913734843968306,holdings,BSE:NAHARPOLY,251.2,252.25,256.0,251.2,19.0,5035.0,4772.8,4864.0,-262.2,-171.0,-5.21,-3.4,4779.45,-6.65,-5.49
NBCC,BSE,136783108.0,INE095N01031,CNC,0.0,166.0,0.0,0.0,166.0,0.0,2023-10-02 00:00:00,{},166.0,0.0,0.0,,False,60.9,58.51,58.21,-396.7400000000001,0.29999999999999716,0.5153753650575453,holdings,BSE:NBCC,58.51,58.5,59.2,57.85,166.0,10109.4,9712.66,9827.2,-396.74,-282.1999999999989,-3.92,-2.79,9662.86,49.8,-4.11
NBIFIN,NSE,4892417.0,INE365I01020,CNC,0.0,3.0,0.0,0.0,3.0,0.0,2023-10-02 00:00:00,{},3.0,0.0,0.0,,False,1895.67,1798.75,1792.7,-290.7500009999999,6.0499999999999545,0.33747977910414206,holdings,NSE:NBIFIN,1798.75,1864.0,1864.0,1760.9,3.0,5687.0,5396.25,5592.0,-290.75,-95.00000100000034,-5.11,-1.67,5378.1,18.15,-5.41
NCLIND,BSE,128555012.0,INE732C01016,CNC,0.0,21.0,0.0,0.0,21.0,0.0,2023-10-02 00:00:00,{},21.0,0.0,0.0,,False,238.3,232.0,229.5,-132.30000000000024,2.5,1.0893246187363834,holdings,BSE:NCLIND,232.0,230.45,235.3,229.95,21.0,5004.3,4872.0,4941.3,-132.3,-63.0,-2.64,-1.26,4819.5,52.5,-2.75
NDL,BSE,136356100.0,INE875G01030,CNC,0.0,0.0,0.0,405.0,0.0,0.0,2023-10-02 00:00:00,{},405.0,0.0,0.0,,False,24.8,25.04,23.89,97.19999999999936,1.1499999999999986,4.813729593972367,holdings,BSE:NDL,25.04,25.98,25.98,24.72,405.0,10044.0,10141.2,10521.9,97.2,477.89999999999964,0.97,4.76,9675.45,465.75,1.0
NIKHILAD,BSE,134696708.0,INE926C01022,CNC,0.0,93.0,0.0,0.0,93.0,0.0,2023-10-02 00:00:00,{},93.0,0.0,0.0,,False,131.44,116.25,116.3,-1412.9999639999994,-0.04999999999999716,-0.042992261392946825,holdings,BSE:NIKHILAD,116.25,117.4,117.5,115.0,93.0,12224.25,10811.25,10927.5,-1413.0,-1296.7499639999987,-11.56,-10.61,10815.9,-4.65,-13.06
